Year,Date,Hourly Demand Met (in MW)
2022,10-Oct 8pm,163743.55
2022,10-Oct 9pm,158211.57
2022,10-Oct 10pm,153357.46
2022,10-Oct 11pm,148461.94
2022,11-Oct 12am,143578.48
2022,11-Oct 1am,139873.62
2022,11-Oct 2am,137308.28
2022,11-Oct 3am,135081.65
2022,11-Oct 4am,135586.01
2022,11-Oct 5am,140588.6
2022,11-Oct 6am,149311.56
2022,11-Oct 7am,155253.33
2022,11-Oct 8am,155350.47
2022,11-Oct 9am,157152.89
2022,11-Oct 10am,157588.64
2022,11-Oct 11am,157582.85
2022,11-Oct 12pm,156893.8
2022,11-Oct 1pm,152768.17
2022,11-Oct 2pm,153826.08
2022,11-Oct 3pm,154732.41
2022,11-Oct 4pm,155856.61
2022,11-Oct 5pm,159310.6
2022,11-Oct 6pm,169287.04
2022,11-Oct 7pm,171340.86
2022,11-Oct 8pm,164411.6
2022,11-Oct 9pm,158776.07
2022,11-Oct 10pm,153349.63
2022,11-Oct 11pm,148644.75
2022,12-Oct 12am,144022.65
2022,12-Oct 1am,140859.74
2022,12-Oct 2am,137879.35
2022,12-Oct 3am,135868.63
2022,12-Oct 4am,136317.17
2022,12-Oct 5am,141945.07
2022,12-Oct 6am,151774.07
2022,12-Oct 7am,158907.06
2022,12-Oct 8am,157709.42
2022,12-Oct 9am,159373.7
2022,12-Oct 10am,160565.15
2022,12-Oct 11am,161135.93
2022,12-Oct 12pm,159318.09
2022,12-Oct 1pm,154978.68
2022,12-Oct 2pm,156251.77
2022,12-Oct 3pm,156699.36
2022,12-Oct 4pm,156964.07
2022,12-Oct 5pm,159782.9
2022,12-Oct 6pm,169622.22
2022,12-Oct 7pm,173411.87
2022,12-Oct 8pm,167093.58
2022,12-Oct 9pm,160946.55
2022,12-Oct 10pm,156643.36
2022,12-Oct 11pm,151882.2
2022,13-Oct 12am,146789.09
2022,13-Oct 1am,143071.62
2022,13-Oct 2am,140136.79
2022,13-Oct 3am,138457.32
2022,13-Oct 4am,139337.04
2022,13-Oct 5am,144611.09
2022,13-Oct 6am,152820.53
2022,13-Oct 7am,158901.91
2022,13-Oct 8am,158279.84
2022,13-Oct 9am,159551.2
2022,13-Oct 10am,160089.28
2022,13-Oct 11am,161734.04
2022,13-Oct 12pm,160873.51
2022,13-Oct 1pm,156690.96
2022,13-Oct 2pm,157664.29
2022,13-Oct 3pm,159739.74
2022,13-Oct 4pm,160350.14
2022,13-Oct 5pm,163192.0
2022,13-Oct 6pm,171642.73
2022,13-Oct 7pm,173526.87
2022,13-Oct 8pm,166311.55
2022,13-Oct 9pm,160593.96
2022,13-Oct 10pm,157024.76
2022,13-Oct 11pm,152180.14
2022,14-Oct 12am,146912.24
2022,14-Oct 1am,143500.94
2022,14-Oct 2am,140609.53
2022,14-Oct 3am,138937.44
2022,14-Oct 4am,138745.95
2022,14-Oct 5am,144507.73
2022,14-Oct 6am,153392.35
2022,14-Oct 7am,159991.01
2022,14-Oct 8am,159351.74
2022,14-Oct 9am,160320.2
2022,14-Oct 10am,162639.56
2022,14-Oct 11am,162986.86
2022,14-Oct 12pm,161059.98
2022,14-Oct 1pm,155887.43
2022,14-Oct 2pm,157277.89
2022,14-Oct 3pm,158271.59
2022,14-Oct 4pm,158078.79
2022,14-Oct 5pm,160401.44
2022,14-Oct 6pm,170441.56
2022,14-Oct 7pm,174128.41
2022,14-Oct 8pm,166417.64
2022,14-Oct 9pm,159999.5
2022,14-Oct 10pm,154969.13
2022,14-Oct 11pm,150469.63
2022,15-Oct 12am,145473.28
2022,15-Oct 1am,142069.05
2022,15-Oct 2am,139251.2
2022,15-Oct 3am,137622.93
2022,15-Oct 4am,137823.22
2022,15-Oct 5am,142914.5
2022,15-Oct 6am,150707.19
2022,15-Oct 7am,156150.77
2022,15-Oct 8am,155291.36
2022,15-Oct 9am,156848.95
2022,15-Oct 10am,157393.65
2022,15-Oct 11am,156714.74
2022,15-Oct 12pm,155895.16
2022,15-Oct 1pm,150953.57
2022,15-Oct 2pm,152219.94
2022,15-Oct 3pm,155019.27
2022,15-Oct 4pm,156062.33
2022,15-Oct 5pm,159350.18
2022,15-Oct 6pm,168506.36
2022,15-Oct 7pm,172024.47
2022,15-Oct 8pm,164518.71
2022,15-Oct 9pm,158531.53
2022,15-Oct 10pm,153170.22
2022,15-Oct 11pm,148718.56
2022,16-Oct 12am,143915.64
2022,16-Oct 1am,140290.92
2022,16-Oct 2am,137598.82
2022,16-Oct 3am,135455.73
2022,16-Oct 4am,135652.21
2022,16-Oct 5am,140011.74
2022,16-Oct 6am,144555.5
2022,16-Oct 7am,148262.42
2022,16-Oct 8am,149081.04
2022,16-Oct 9am,150269.57
2022,16-Oct 10am,151513.8
2022,16-Oct 11am,151063.07
2022,16-Oct 12pm,149663.92
2022,16-Oct 1pm,147248.51
2022,16-Oct 2pm,147293.52
2022,16-Oct 3pm,147649.76
2022,16-Oct 4pm,146605.24
2022,16-Oct 5pm,148283.86
2022,16-Oct 6pm,158009.35
2022,16-Oct 7pm,163119.89
2022,16-Oct 8pm,157164.17
2022,16-Oct 9pm,152214.93
2022,16-Oct 10pm,148437.42
2022,16-Oct 11pm,143956.76
2022,17-Oct 12am,139236.26
2022,17-Oct 1am,135981.0
2022,17-Oct 2am,133718.39
2022,17-Oct 3am,132195.63
2022,17-Oct 4am,132774.93
2022,17-Oct 5am,139024.91
2022,17-Oct 6am,148692.16
2022,17-Oct 7am,156824.38
2022,17-Oct 8am,156660.21
2022,17-Oct 9am,159453.55
2022,17-Oct 10am,163390.34
2022,17-Oct 11am,163663.39
2022,17-Oct 12pm,161402.09
2022,17-Oct 1pm,156606.37
2022,17-Oct 2pm,157456.28
2022,17-Oct 3pm,158850.28
2022,17-Oct 4pm,159366.88
2022,17-Oct 5pm,162312.71
2022,17-Oct 6pm,171417.29
2022,17-Oct 7pm,172609.23
2022,17-Oct 8pm,166436.04
2022,17-Oct 9pm,160919.47
2022,17-Oct 10pm,154964.6
2022,17-Oct 11pm,150001.27
2022,18-Oct 12am,144907.86
2022,18-Oct 1am,141006.67
2022,18-Oct 2am,138663.02
2022,18-Oct 3am,136785.54
2022,18-Oct 4am,137412.32
2022,18-Oct 5am,143934.86
2022,18-Oct 6am,153536.04
2022,18-Oct 7am,159886.42
2022,18-Oct 8am,159952.51
2022,18-Oct 9am,161334.2
2022,18-Oct 10am,163549.17
2022,18-Oct 11am,163517.12
2022,18-Oct 12pm,163069.39
2022,18-Oct 1pm,158613.09
2022,18-Oct 2pm,159433.46
2022,18-Oct 3pm,160613.63
2022,18-Oct 4pm,161136.02
2022,18-Oct 5pm,162891.14
2022,18-Oct 6pm,172579.88
2022,18-Oct 7pm,173952.54
2022,18-Oct 8pm,166901.5
2022,18-Oct 9pm,160582.03
2022,18-Oct 10pm,155524.88
2022,18-Oct 11pm,150139.62
2022,19-Oct 12am,145096.2
2022,19-Oct 1am,141706.68
2022,19-Oct 2am,139614.11
2022,19-Oct 3am,137906.99
2022,19-Oct 4am,138251.27
2022,19-Oct 5am,144798.52
2022,19-Oct 6am,154793.29
2022,19-Oct 7am,160821.65
2022,19-Oct 8am,160107.32
2022,19-Oct 9am,160752.32
2022,19-Oct 10am,164495.07
2022,19-Oct 11am,164715.49
2022,19-Oct 12pm,164010.05
2022,19-Oct 1pm,159692.47
2022,19-Oct 2pm,159660.67
2022,19-Oct 3pm,161231.97
2022,19-Oct 4pm,160861.58
2022,19-Oct 5pm,163242.54
2022,19-Oct 6pm,171789.6
2022,19-Oct 7pm,174545.06
2022,19-Oct 8pm,167013.57
2022,19-Oct 9pm,160762.15
2022,19-Oct 10pm,155314.67
2022,19-Oct 11pm,150301.36
2022,20-Oct 12am,145295.31
2022,20-Oct 1am,141480.06
2022,20-Oct 2am,138717.44
2022,20-Oct 3am,136504.38
2022,20-Oct 4am,136860.97
2022,20-Oct 5am,143098.97
2022,20-Oct 6am,152702.43
2022,20-Oct 7am,159683.07
2022,20-Oct 8am,159019.42
2022,20-Oct 9am,160135.87
2022,20-Oct 10am,162895.38
2022,20-Oct 11am,163557.37
2022,20-Oct 12pm,161907.77
2022,20-Oct 1pm,158354.16
2022,20-Oct 2pm,159039.66
2022,20-Oct 3pm,160125.19
2022,20-Oct 4pm,160820.08
2022,20-Oct 5pm,164293.98
2022,20-Oct 6pm,174989.51
2022,20-Oct 7pm,175090.39
2022,20-Oct 8pm,166343.6
2022,20-Oct 9pm,160458.12
2022,20-Oct 10pm,154821.43
2022,20-Oct 11pm,149252.84
2022,21-Oct 12am,144370.31
2022,21-Oct 1am,140493.01
2022,21-Oct 2am,137461.71
2022,21-Oct 3am,135746.33
2022,21-Oct 4am,136580.98
2022,21-Oct 5am,143685.46
2022,21-Oct 6am,153798.77
2022,21-Oct 7am,161018.75
2022,21-Oct 8am,160284.7
2022,21-Oct 9am,162700.5
2022,21-Oct 10am,165500.15
2022,21-Oct 11am,165194.4
2022,21-Oct 12pm,163374.34
2022,21-Oct 1pm,159692.97
2022,21-Oct 2pm,159144.07
2022,21-Oct 3pm,159223.38
2022,21-Oct 4pm,158720.77
2022,21-Oct 5pm,162416.49
2022,21-Oct 6pm,172472.93
2022,21-Oct 7pm,172422.18
2022,21-Oct 8pm,163611.02
2022,21-Oct 9pm,157091.68
2022,21-Oct 10pm,151451.08
2022,21-Oct 11pm,146875.89
2022,22-Oct 12am,142226.21
2022,22-Oct 1am,138620.43
2022,22-Oct 2am,135630.41
2022,22-Oct 3am,133816.85
2022,22-Oct 4am,134570.93
2022,22-Oct 5am,141534.78
2022,22-Oct 6am,151212.19
2022,22-Oct 7am,157868.81
2022,22-Oct 8am,158444.64
2022,22-Oct 9am,160554.88
2022,22-Oct 10am,161842.48
2022,22-Oct 11am,161741.03
2022,22-Oct 12pm,160191.16
2022,22-Oct 1pm,155815.9
2022,22-Oct 2pm,155808.41
2022,22-Oct 3pm,155974.47
2022,22-Oct 4pm,155422.37
2022,22-Oct 5pm,158803.39
2022,22-Oct 6pm,167661.55
2022,22-Oct 7pm,165606.87
2022,22-Oct 8pm,157832.03
2022,22-Oct 9pm,151829.1
2022,22-Oct 10pm,146802.96
2022,22-Oct 11pm,141851.68
2022,23-Oct 12am,137068.07
2022,23-Oct 1am,133326.96
2022,23-Oct 2am,130377.79
2022,23-Oct 3am,128862.63
2022,23-Oct 4am,129617.6
2022,23-Oct 5am,136070.11
2022,23-Oct 6am,144130.9
2022,23-Oct 7am,149195.31
2022,23-Oct 8am,150065.64
2022,23-Oct 9am,151124.63
2022,23-Oct 10am,151369.25
2022,23-Oct 11am,151202.25
2022,23-Oct 12pm,149632.68
2022,23-Oct 1pm,146310.55
2022,23-Oct 2pm,145004.64
2022,23-Oct 3pm,143583.65
2022,23-Oct 4pm,142386.72
2022,23-Oct 5pm,145499.0
2022,23-Oct 6pm,155404.15
2022,23-Oct 7pm,154043.45
2022,23-Oct 8pm,147134.58
2022,23-Oct 9pm,142097.48
2022,23-Oct 10pm,136850.87
2022,23-Oct 11pm,132377.93
2022,24-Oct 12am,127600.3
2022,24-Oct 1am,124326.88
2022,24-Oct 2am,121848.44
2022,24-Oct 3am,120466.06
2022,24-Oct 4am,122084.77
2022,24-Oct 5am,129585.35
2022,24-Oct 6am,138308.9
2022,24-Oct 7am,143520.05
2022,24-Oct 8am,143765.36
2022,24-Oct 9am,142787.52
2022,24-Oct 10am,142378.97
2022,24-Oct 11am,140262.4
2022,24-Oct 12pm,137853.41
2022,24-Oct 1pm,134691.71
2022,24-Oct 2pm,130963.71
2022,24-Oct 3pm,128873.46
2022,24-Oct 4pm,128166.86
2022,24-Oct 5pm,131917.86
2022,24-Oct 6pm,139219.86
2022,24-Oct 7pm,135013.63
2022,24-Oct 8pm,128933.75
2022,24-Oct 9pm,124547.04
2022,24-Oct 10pm,120387.12
2022,24-Oct 11pm,116370.73
2022,25-Oct 12am,112703.7
2022,25-Oct 1am,110041.7
2022,25-Oct 2am,107790.28
2022,25-Oct 3am,106691.74
2022,25-Oct 4am,108184.34
2022,25-Oct 5am,114527.82
2022,25-Oct 6am,122925.42
2022,25-Oct 7am,130700.28
2022,25-Oct 8am,133935.37
2022,25-Oct 9am,138043.87
2022,25-Oct 10am,139931.81
2022,25-Oct 11am,140618.15
2022,25-Oct 12pm,139397.13
2022,25-Oct 1pm,136559.62
2022,25-Oct 2pm,133975.45
2022,25-Oct 3pm,131825.94
2022,25-Oct 4pm,130539.59
2022,25-Oct 5pm,131329.37
2022,25-Oct 6pm,147194.35
2022,25-Oct 7pm,151375.68
2022,25-Oct 8pm,141477.41
2022,25-Oct 9pm,133615.08
2022,25-Oct 10pm,128203.69
2022,25-Oct 11pm,123725.71
2022,26-Oct 12am,119881.34
2022,26-Oct 1am,117087.12
2022,26-Oct 2am,115260.24
2022,26-Oct 3am,114519.82
2022,26-Oct 4am,116685.32
2022,26-Oct 5am,124942.79
2022,26-Oct 6am,134777.5
2022,26-Oct 7am,142386.34
2022,26-Oct 8am,145044.86
2022,26-Oct 9am,146773.05
2022,26-Oct 10am,149268.57
2022,26-Oct 11am,149073.52
2022,26-Oct 12pm,146884.97
2022,26-Oct 1pm,143166.58
2022,26-Oct 2pm,141150.25
2022,26-Oct 3pm,140021.63
2022,26-Oct 4pm,139329.72
2022,26-Oct 5pm,143129.55
2022,26-Oct 6pm,151641.37
2022,26-Oct 7pm,151455.87
2022,26-Oct 8pm,143425.93
2022,26-Oct 9pm,137764.48
2022,26-Oct 10pm,132650.9
2022,26-Oct 11pm,128402.27
2022,27-Oct 12am,124769.21
2022,27-Oct 1am,122355.47
2022,27-Oct 2am,120519.93
2022,27-Oct 3am,119364.96
2022,27-Oct 4am,121486.93
2022,27-Oct 5am,129618.42
2022,27-Oct 6am,140966.67
2022,27-Oct 7am,150047.07
2022,27-Oct 8am,152341.73
2022,27-Oct 9am,155153.59
2022,27-Oct 10am,157268.05
2022,27-Oct 11am,156591.35
2022,27-Oct 12pm,154641.02
2022,27-Oct 1pm,150604.62
2022,27-Oct 2pm,150378.91
2022,27-Oct 3pm,150241.26
2022,27-Oct 4pm,149464.33
2022,27-Oct 5pm,151873.89
2022,27-Oct 6pm,159748.38
2022,27-Oct 7pm,158252.22
2022,27-Oct 8pm,149531.06
2022,27-Oct 9pm,143142.84
2022,27-Oct 10pm,138108.64
2022,27-Oct 11pm,133422.09
2022,28-Oct 12am,129690.85
2022,28-Oct 1am,126796.79
2022,28-Oct 2am,124816.12
2022,28-Oct 3am,124316.28
2022,28-Oct 4am,126542.83
2022,28-Oct 5am,134589.92
2022,28-Oct 6am,145534.84
2022,28-Oct 7am,155446.7
2022,28-Oct 8am,158070.03
2022,28-Oct 9am,160818.45
2022,28-Oct 10am,163982.64
2022,28-Oct 11am,163723.94
2022,28-Oct 12pm,160667.43
2022,28-Oct 1pm,156827.23
2022,28-Oct 2pm,155826.53
2022,28-Oct 3pm,155072.52
2022,28-Oct 4pm,154948.76
2022,28-Oct 5pm,156354.64
2022,28-Oct 6pm,163028.27
2022,28-Oct 7pm,162071.39
2022,28-Oct 8pm,153064.6
2022,28-Oct 9pm,146347.45
2022,28-Oct 10pm,140494.59
2022,28-Oct 11pm,136083.07
2022,29-Oct 12am,132405.0
2022,29-Oct 1am,130115.65
2022,29-Oct 2am,128150.27
2022,29-Oct 3am,127205.34
2022,29-Oct 4am,129467.0
2022,29-Oct 5am,137066.4
2022,29-Oct 6am,147569.2
2022,29-Oct 7am,156092.96
2022,29-Oct 8am,158220.04
2022,29-Oct 9am,161001.4
2022,29-Oct 10am,163774.99
2022,29-Oct 11am,164428.82
2022,29-Oct 12pm,162561.82
2022,29-Oct 1pm,156789.07
2022,29-Oct 2pm,156203.79
2022,29-Oct 3pm,155600.49
2022,29-Oct 4pm,155426.56
2022,29-Oct 5pm,156900.4
2022,29-Oct 6pm,162968.25
2022,29-Oct 7pm,161096.21
2022,29-Oct 8pm,152470.75
2022,29-Oct 9pm,144916.94
2022,29-Oct 10pm,139362.44
2022,29-Oct 11pm,135380.64
2022,30-Oct 12am,131695.86
2022,30-Oct 1am,128909.11
2022,30-Oct 2am,126989.72
2022,30-Oct 3am,126324.21
2022,30-Oct 4am,128581.87
2022,30-Oct 5am,135957.71
2022,30-Oct 6am,143916.6
2022,30-Oct 7am,150648.48
2022,30-Oct 8am,153789.79
2022,30-Oct 9am,155995.72
2022,30-Oct 10am,158652.06
2022,30-Oct 11am,157182.55
2022,30-Oct 12pm,153262.24
2022,30-Oct 1pm,151161.84
2022,30-Oct 2pm,149424.42
2022,30-Oct 3pm,147823.76
2022,30-Oct 4pm,145311.7
2022,30-Oct 5pm,147963.77
2022,30-Oct 6pm,155680.21
2022,30-Oct 7pm,153771.13
2022,30-Oct 8pm,145590.33
2022,30-Oct 9pm,139279.6
2022,30-Oct 10pm,134696.39
2022,30-Oct 11pm,131043.11
2022,31-Oct 12am,127816.93
2022,31-Oct 1am,126025.12
2022,31-Oct 2am,124442.9
2022,31-Oct 3am,124283.44
2022,31-Oct 4am,127400.98
2022,31-Oct 5am,135556.93
2022,31-Oct 6am,147403.18
2022,31-Oct 7am,158012.55
2022,31-Oct 8am,161869.5
2022,31-Oct 9am,165656.52
2022,31-Oct 10am,168221.14
2022,31-Oct 11am,168508.6
2022,31-Oct 12pm,166275.15
2022,31-Oct 1pm,161520.36
2022,31-Oct 2pm,161127.23
2022,31-Oct 3pm,160834.4
2022,31-Oct 4pm,160275.72
2022,31-Oct 5pm,162869.48
2022,31-Oct 6pm,168375.2
2022,31-Oct 7pm,163198.84
2022,31-Oct 8pm,153507.57
2022,31-Oct 9pm,146263.86
2022,31-Oct 10pm,140216.68
2022,31-Oct 11pm,136125.67
2022,01-Nov 12am,132986.66
2022,01-Nov 1am,130682.7
2022,01-Nov 2am,127763.07
2022,01-Nov 3am,128154.29
2022,01-Nov 4am,130368.97
2022,01-Nov 5am,139142.04
2022,01-Nov 6am,150924.95
2022,01-Nov 7am,158870.47
2022,01-Nov 8am,161468.5
2022,01-Nov 9am,165831.77
2022,01-Nov 10am,168585.79
2022,01-Nov 11am,168077.8
2022,01-Nov 12pm,164951.78
2022,01-Nov 1pm,160429.16
2022,01-Nov 2pm,159934.66
2022,01-Nov 3pm,159296.39
2022,01-Nov 4pm,158539.85
2022,01-Nov 5pm,160511.92
2022,01-Nov 6pm,167628.75
2022,01-Nov 7pm,164541.88
2022,01-Nov 8pm,154755.44
2022,01-Nov 9pm,147191.0
2022,01-Nov 10pm,141750.65
2022,01-Nov 11pm,137340.77
2022,02-Nov 12am,133745.23
2022,02-Nov 1am,131720.96
2022,02-Nov 2am,129898.4
2022,02-Nov 3am,129315.19
2022,02-Nov 4am,131622.22
2022,02-Nov 5am,140300.08
2022,02-Nov 6am,151860.79
2022,02-Nov 7am,160818.29
2022,02-Nov 8am,164616.06
2022,02-Nov 9am,167904.73
2022,02-Nov 10am,170237.52
2022,02-Nov 11am,169428.49
2022,02-Nov 12pm,167419.44
2022,02-Nov 1pm,162301.44
2022,02-Nov 2pm,162153.98
2022,02-Nov 3pm,162032.09
2022,02-Nov 4pm,160887.25
2022,02-Nov 5pm,163132.42
2022,02-Nov 6pm,168404.12
2022,02-Nov 7pm,166393.32
2022,02-Nov 8pm,156459.66
2022,02-Nov 9pm,148294.58
2022,02-Nov 10pm,142152.14
2022,02-Nov 11pm,137694.7
2022,03-Nov 12am,134423.05
2022,03-Nov 1am,132326.79
2022,03-Nov 2am,130401.27
2022,03-Nov 3am,129663.07
2022,03-Nov 4am,132205.14
2022,03-Nov 5am,140647.7
2022,03-Nov 6am,152884.22
2022,03-Nov 7am,161967.44
2022,03-Nov 8am,164938.63
2022,03-Nov 9am,166868.86
2022,03-Nov 10am,168299.99
2022,03-Nov 11am,167880.55
2022,03-Nov 12pm,166039.17
2022,03-Nov 1pm,161559.0
2022,03-Nov 2pm,161992.55
2022,03-Nov 3pm,161836.49
2022,03-Nov 4pm,161399.02
2022,03-Nov 5pm,163981.18
2022,03-Nov 6pm,170135.61
2022,03-Nov 7pm,167270.43
2022,03-Nov 8pm,157229.84
2022,03-Nov 9pm,149563.22
2022,03-Nov 10pm,144066.51
2022,03-Nov 11pm,139685.07
2022,04-Nov 12am,136290.75
2022,04-Nov 1am,134263.47
2022,04-Nov 2am,132352.34
2022,04-Nov 3am,131491.59
2022,04-Nov 4am,134428.88
2022,04-Nov 5am,142233.6
2022,04-Nov 6am,154724.95
2022,04-Nov 7am,163891.87
2022,04-Nov 8am,166136.19
2022,04-Nov 9am,170090.97
2022,04-Nov 10am,172728.09
2022,04-Nov 11am,172901.76
2022,04-Nov 12pm,171493.57
2022,04-Nov 1pm,166542.79
2022,04-Nov 2pm,166164.21
2022,04-Nov 3pm,165415.4
2022,04-Nov 4pm,163434.6
2022,04-Nov 5pm,165072.48
2022,04-Nov 6pm,170244.11
2022,04-Nov 7pm,167009.21
2022,04-Nov 8pm,157080.44
2022,04-Nov 9pm,149798.37
2022,04-Nov 10pm,144532.72
2022,04-Nov 11pm,141025.75
2022,05-Nov 12am,137798.06
2022,05-Nov 1am,135635.29
2022,05-Nov 2am,133430.18
2022,05-Nov 3am,132683.79
2022,05-Nov 4am,135118.72
2022,05-Nov 5am,142577.69
2022,05-Nov 6am,153231.57
2022,05-Nov 7am,162288.49
2022,05-Nov 8am,164558.73
2022,05-Nov 9am,168765.66
2022,05-Nov 10am,171513.93
2022,05-Nov 11am,172044.26
2022,05-Nov 12pm,170228.15
2022,05-Nov 1pm,165528.12
2022,05-Nov 2pm,164982.08
2022,05-Nov 3pm,163994.67
2022,05-Nov 4pm,162361.14
2022,05-Nov 5pm,162497.49
2022,05-Nov 6pm,168642.96
2022,05-Nov 7pm,167232.7
2022,05-Nov 8pm,157888.1
2022,05-Nov 9pm,151013.41
2022,05-Nov 10pm,145854.6
2022,05-Nov 11pm,142494.68
2022,06-Nov 12am,139455.62
2022,06-Nov 1am,136233.33
2022,06-Nov 2am,133477.92
2022,06-Nov 3am,131915.63
2022,06-Nov 4am,133735.45
2022,06-Nov 5am,139548.18
2022,06-Nov 6am,145711.44
2022,06-Nov 7am,151735.59
2022,06-Nov 8am,156157.07
2022,06-Nov 9am,160604.17
2022,06-Nov 10am,164829.94
2022,06-Nov 11am,165246.29
2022,06-Nov 12pm,164059.0
2022,06-Nov 1pm,160474.3
2022,06-Nov 2pm,158063.3
2022,06-Nov 3pm,156072.97
2022,06-Nov 4pm,151859.04
2022,06-Nov 5pm,153786.65
2022,06-Nov 6pm,159675.97
2022,06-Nov 7pm,157381.18
2022,06-Nov 8pm,149932.5
2022,06-Nov 9pm,143792.56
2022,06-Nov 10pm,139622.48
2022,06-Nov 11pm,137094.2
2022,07-Nov 12am,139413.44
2022,07-Nov 1am,136191.13
2022,07-Nov 2am,133439.0
2022,07-Nov 3am,131881.27
2022,07-Nov 4am,133699.9
2022,07-Nov 5am,139512.05
2022,07-Nov 6am,145684.44
2022,07-Nov 7am,151711.99
2022,07-Nov 8am,156155.0
2022,07-Nov 9am,160611.74
2022,07-Nov 10am,164871.76
2022,07-Nov 11am,165285.57
2022,07-Nov 12pm,164103.75
2022,07-Nov 1pm,160513.04
2022,07-Nov 2pm,158103.92
2022,07-Nov 3pm,156113.59
2022,07-Nov 4pm,151903.6
2022,07-Nov 5pm,153827.69
2022,07-Nov 6pm,159715.8
2022,07-Nov 7pm,157422.2
2022,07-Nov 8pm,149961.76
2022,07-Nov 9pm,143824.94
2022,07-Nov 10pm,139656.31
2022,07-Nov 11pm,137132.34
2022,08-Nov 12am,141756.62
2022,08-Nov 1am,139148.5
2022,08-Nov 2am,135191.48
2022,08-Nov 3am,135893.05
2022,08-Nov 4am,138070.2
2022,08-Nov 5am,144914.16
2022,08-Nov 6am,153542.58
2022,08-Nov 7am,162325.39
2022,08-Nov 8am,165273.21
2022,08-Nov 9am,169454.19
2022,08-Nov 10am,174577.07
2022,08-Nov 11am,174599.8
2022,08-Nov 12pm,173100.15
2022,08-Nov 1pm,169561.67
2022,08-Nov 2pm,167225.13
2022,08-Nov 3pm,165791.93
2022,08-Nov 4pm,164165.17
2022,08-Nov 5pm,166106.32
2022,08-Nov 6pm,174998.07
2022,08-Nov 7pm,173366.44
2022,08-Nov 8pm,160772.59
2022,08-Nov 9pm,151782.18
2022,08-Nov 10pm,146459.9
2022,08-Nov 11pm,142987.06
2022,09-Nov 12am,140044.59
2022,09-Nov 1am,137679.21
2022,09-Nov 2am,135583.55
2022,09-Nov 3am,134549.51
2022,09-Nov 4am,136177.92
2022,09-Nov 5am,143902.92
2022,09-Nov 6am,155681.39
2022,09-Nov 7am,164403.55
2022,09-Nov 8am,165381.86
2022,09-Nov 9am,172343.21
2022,09-Nov 10am,176596.23
2022,09-Nov 11am,177618.56
2022,09-Nov 12pm,175521.94
2022,09-Nov 1pm,169972.2
2022,09-Nov 2pm,169179.05
2022,09-Nov 3pm,168855.18
2022,09-Nov 4pm,168027.19
2022,09-Nov 5pm,169873.78
2022,09-Nov 6pm,173875.06
2022,09-Nov 7pm,169583.84
2022,09-Nov 8pm,159289.31
2022,09-Nov 9pm,152097.43
2022,09-Nov 10pm,147494.97
2022,09-Nov 11pm,144068.95
2022,10-Nov 12am,141072.74
2022,10-Nov 1am,138301.28
2022,10-Nov 2am,135870.73
2022,10-Nov 3am,135019.48
2022,10-Nov 4am,136981.34
2022,10-Nov 5am,144455.59
2022,10-Nov 6am,156410.65
2022,10-Nov 7am,166156.38
2022,10-Nov 8am,168039.04
2022,10-Nov 9am,173180.26
2022,10-Nov 10am,176980.16
2022,10-Nov 11am,177822.89
2022,10-Nov 12pm,174836.28
2022,10-Nov 1pm,169806.94
2022,10-Nov 2pm,169464.06
2022,10-Nov 3pm,168886.41
2022,10-Nov 4pm,167849.33
2022,10-Nov 5pm,168813.17
2022,10-Nov 6pm,173763.09
2022,10-Nov 7pm,168605.25
2022,10-Nov 8pm,158049.73
2022,10-Nov 9pm,151197.01
2022,10-Nov 10pm,146891.32
2022,10-Nov 11pm,143445.37
2022,11-Nov 12am,140377.22
2022,11-Nov 1am,137597.31
2022,11-Nov 2am,135717.46
2022,11-Nov 3am,134514.44
2022,11-Nov 4am,136071.79
2022,11-Nov 5am,144693.03
2022,11-Nov 6am,156396.68
2022,11-Nov 7am,165546.52
2022,11-Nov 8am,167433.13
2022,11-Nov 9am,172050.89
2022,11-Nov 10am,175364.98
2022,11-Nov 11am,174173.49
2022,11-Nov 12pm,171606.02
2022,11-Nov 1pm,167049.9
2022,11-Nov 2pm,165757.51
2022,11-Nov 3pm,165437.87
2022,11-Nov 4pm,163867.99
2022,11-Nov 5pm,166704.2
2022,11-Nov 6pm,170857.32
2022,11-Nov 7pm,166858.89
2022,11-Nov 8pm,158683.2
2022,11-Nov 9pm,151192.24
2022,11-Nov 10pm,146881.94
2022,11-Nov 11pm,152736.48
2022,12-Nov 12am,140376.43
2022,12-Nov 1am,138856.82
2022,12-Nov 2am,137081.41
2022,12-Nov 3am,134881.32
2022,12-Nov 4am,136074.44
2022,12-Nov 5am,144692.41
2022,12-Nov 6am,149607.06
2022,12-Nov 7am,158265.76
2022,12-Nov 8am,167411.52
2022,12-Nov 9am,172007.02
2022,12-Nov 10am,169737.06
2022,12-Nov 11am,170032.03
2022,12-Nov 12pm,166777.89
2022,12-Nov 1pm,163088.71
2022,12-Nov 2pm,162912.82
2022,12-Nov 3pm,162499.55
2022,12-Nov 4pm,162142.2
2022,12-Nov 5pm,164961.23
2022,12-Nov 6pm,170154.0
2022,12-Nov 7pm,164249.89
2022,12-Nov 8pm,153165.17
2022,12-Nov 9pm,145570.85
2022,12-Nov 10pm,141160.59
2022,12-Nov 11pm,137911.46
2022,13-Nov 12am,134389.92
2022,13-Nov 1am,132209.22
