Year,Date,Hourly Demand Met (in MW)
2024,31-Dec 1pm,192893.65
2024,31-Dec 2pm,192351.16
2024,31-Dec 3pm,190759.28
2024,31-Dec 4pm,191213.37
2024,31-Dec 5pm,192653.09
2024,31-Dec 6pm,197192.77
2024,31-Dec 7pm,190463.42
2024,31-Dec 8pm,176138.38
2024,31-Dec 9pm,165550.94
2024,31-Dec 10pm,156957.83
2024,31-Dec 11pm,150369.51
2022,01-Jan 12am,123257.74
2022,01-Jan 1am,120818.23
2022,01-Jan 2am,118186.71
2022,01-Jan 3am,117169.36
2022,01-Jan 4am,119907.92
2022,01-Jan 5am,129514.73
2022,01-Jan 6am,145959.72
2022,01-Jan 7am,162255.75
2022,01-Jan 8am,170137.49
2022,01-Jan 9am,174924.74
2022,01-Jan 10am,177331.45
2022,01-Jan 11am,176954.98
2022,01-Jan 12pm,172834.61
2022,01-Jan 1pm,164832.57
2022,01-Jan 2pm,158263.48
2022,01-Jan 3pm,155057.92
2022,01-Jan 4pm,153490.42
2022,01-Jan 5pm,156926.82
2022,01-Jan 6pm,161993.86
2022,01-Jan 7pm,157028.47
2022,01-Jan 8pm,147797.44
2022,01-Jan 9pm,138524.8
2022,01-Jan 10pm,130747.61
2022,01-Jan 11pm,124802.82
2022,02-Jan 12am,120325.47
2022,02-Jan 1am,117574.69
2022,02-Jan 2am,115656.91
2022,02-Jan 3am,115172.59
2022,02-Jan 4am,117306.24
2022,02-Jan 5am,125637.9
2022,02-Jan 6am,139124.84
2022,02-Jan 7am,153681.31
2022,02-Jan 8am,162802.16
2022,02-Jan 9am,166739.56
2022,02-Jan 10am,168742.55
2022,02-Jan 11am,168328.69
2022,02-Jan 12pm,166159.57
2022,02-Jan 1pm,159423.19
2022,02-Jan 2pm,152383.11
2022,02-Jan 3pm,148917.87
2022,02-Jan 4pm,147749.74
2022,02-Jan 5pm,152140.69
2022,02-Jan 6pm,158628.06
2022,02-Jan 7pm,154700.36
2022,02-Jan 8pm,146039.1
2022,02-Jan 9pm,137270.84
2022,02-Jan 10pm,129202.8
2022,02-Jan 11pm,122395.0
2022,03-Jan 12am,118095.61
2022,03-Jan 1am,116052.56
2022,03-Jan 2am,114280.7
2022,03-Jan 3am,113866.19
2022,03-Jan 4am,117203.11
2022,03-Jan 5am,127224.98
2022,03-Jan 6am,144839.52
2022,03-Jan 7am,163979.31
2022,03-Jan 8am,171914.83
2022,03-Jan 9am,176129.77
2022,03-Jan 10am,178422.99
2022,03-Jan 11am,178402.39
2022,03-Jan 12pm,175063.03
2022,03-Jan 1pm,168030.0
2022,03-Jan 2pm,164667.85
2022,03-Jan 3pm,162725.79
2022,03-Jan 4pm,162227.15
2022,03-Jan 5pm,165393.76
2022,03-Jan 6pm,170783.25
2022,03-Jan 7pm,167135.72
2022,03-Jan 8pm,156572.67
2022,03-Jan 9pm,145436.42
2022,03-Jan 10pm,136496.74
2022,03-Jan 11pm,129148.53
2022,04-Jan 12am,124233.69
2022,04-Jan 1am,121946.81
2022,04-Jan 2am,119213.19
2022,04-Jan 3am,118478.0
2022,04-Jan 4am,121165.56
2022,04-Jan 5am,130383.15
2022,04-Jan 6am,147856.06
2022,04-Jan 7am,165631.69
2022,04-Jan 8am,173304.14
2022,04-Jan 9am,175887.79
2022,04-Jan 10am,177350.91
2022,04-Jan 11am,177360.6
2022,04-Jan 12pm,175455.34
2022,04-Jan 1pm,170004.04
2022,04-Jan 2pm,166751.63
2022,04-Jan 3pm,163729.3
2022,04-Jan 4pm,162542.29
2022,04-Jan 5pm,165478.42
2022,04-Jan 6pm,168482.02
2022,04-Jan 7pm,165569.49
2022,04-Jan 8pm,158276.46
2022,04-Jan 9pm,148954.42
2022,04-Jan 10pm,139780.28
2022,04-Jan 11pm,132005.22
2022,05-Jan 12am,126907.02
2022,05-Jan 1am,123951.64
2022,05-Jan 2am,121708.11
2022,05-Jan 3am,120995.79
2022,05-Jan 4am,123811.81
2022,05-Jan 5am,133683.25
2022,05-Jan 6am,149823.6
2022,05-Jan 7am,166807.73
2022,05-Jan 8am,172475.44
2022,05-Jan 9am,174801.05
2022,05-Jan 10am,176695.13
2022,05-Jan 11am,175703.96
2022,05-Jan 12pm,172917.28
2022,05-Jan 1pm,166265.34
2022,05-Jan 2pm,161950.37
2022,05-Jan 3pm,160174.24
2022,05-Jan 4pm,159737.78
2022,05-Jan 5pm,163533.43
2022,05-Jan 6pm,167351.44
2022,05-Jan 7pm,161973.23
2022,05-Jan 8pm,151637.67
2022,05-Jan 9pm,141887.7
2022,05-Jan 10pm,132853.36
2022,05-Jan 11pm,125788.25
2022,06-Jan 12am,121234.81
2022,06-Jan 1am,118636.56
2022,06-Jan 2am,116329.1
2022,06-Jan 3am,115300.51
2022,06-Jan 4am,117265.21
2022,06-Jan 5am,125159.91
2022,06-Jan 6am,140757.78
2022,06-Jan 7am,158151.08
2022,06-Jan 8am,166308.25
2022,06-Jan 9am,170356.21
2022,06-Jan 10am,172858.56
2022,06-Jan 11am,171935.15
2022,06-Jan 12pm,169501.64
2022,06-Jan 1pm,163730.28
2022,06-Jan 2pm,160432.95
2022,06-Jan 3pm,158635.57
2022,06-Jan 4pm,158270.03
2022,06-Jan 5pm,161998.56
2022,06-Jan 6pm,166996.62
2022,06-Jan 7pm,163448.03
2022,06-Jan 8pm,153308.7
2022,06-Jan 9pm,143482.13
2022,06-Jan 10pm,133766.19
2022,06-Jan 11pm,126449.22
2022,07-Jan 12am,121925.97
2022,07-Jan 1am,119664.42
2022,07-Jan 2am,117616.6
2022,07-Jan 3am,116935.35
2022,07-Jan 4am,119342.63
2022,07-Jan 5am,128244.91
2022,07-Jan 6am,142799.06
2022,07-Jan 7am,160441.87
2022,07-Jan 8am,168537.26
2022,07-Jan 9am,172849.52
2022,07-Jan 10am,174554.33
2022,07-Jan 11am,173728.22
2022,07-Jan 12pm,170934.98
2022,07-Jan 1pm,163940.35
2022,07-Jan 2pm,159669.11
2022,07-Jan 3pm,157075.26
2022,07-Jan 4pm,157768.62
2022,07-Jan 5pm,160565.91
2022,07-Jan 6pm,166516.95
2022,07-Jan 7pm,162543.62
2022,07-Jan 8pm,151620.64
2022,07-Jan 9pm,142006.64
2022,07-Jan 10pm,132698.5
2022,07-Jan 11pm,124996.28
2022,08-Jan 12am,119559.24
2022,08-Jan 1am,117038.86
2022,08-Jan 2am,114814.55
2022,08-Jan 3am,113536.35
2022,08-Jan 4am,115146.02
2022,08-Jan 5am,121762.25
2022,08-Jan 6am,134703.11
2022,08-Jan 7am,150809.97
2022,08-Jan 8am,158763.7
2022,08-Jan 9am,163783.0
2022,08-Jan 10am,164343.22
2022,08-Jan 11am,163401.74
2022,08-Jan 12pm,163029.74
2022,08-Jan 1pm,156354.68
2022,08-Jan 2pm,153400.63
2022,08-Jan 3pm,152717.61
2022,08-Jan 4pm,153304.84
2022,08-Jan 5pm,158546.33
2022,08-Jan 6pm,163811.75
2022,08-Jan 7pm,159317.73
2022,08-Jan 8pm,149322.74
2022,08-Jan 9pm,139938.12
2022,08-Jan 10pm,130842.26
2022,08-Jan 11pm,123863.54
2022,09-Jan 12am,119399.39
2022,09-Jan 1am,116512.32
2022,09-Jan 2am,114597.07
2022,09-Jan 3am,113788.46
2022,09-Jan 4am,115013.13
2022,09-Jan 5am,121472.74
2022,09-Jan 6am,132837.35
2022,09-Jan 7am,146301.74
2022,09-Jan 8am,154193.79
2022,09-Jan 9am,159026.06
2022,09-Jan 10am,162256.27
2022,09-Jan 11am,161221.55
2022,09-Jan 12pm,158545.6
2022,09-Jan 1pm,152081.85
2022,09-Jan 2pm,146375.65
2022,09-Jan 3pm,143350.59
2022,09-Jan 4pm,143826.03
2022,09-Jan 5pm,144509.8
2022,09-Jan 6pm,152464.83
2022,09-Jan 7pm,149906.3
2022,09-Jan 8pm,141622.96
2022,09-Jan 9pm,133437.14
2022,09-Jan 10pm,125388.67
2022,09-Jan 11pm,119562.54
2022,10-Jan 12am,115939.85
2022,10-Jan 1am,113358.24
2022,10-Jan 2am,111325.58
2022,10-Jan 3am,110979.86
2022,10-Jan 4am,113313.98
2022,10-Jan 5am,122045.02
2022,10-Jan 6am,137012.05
2022,10-Jan 7am,154449.13
2022,10-Jan 8am,164032.79
2022,10-Jan 9am,170431.17
2022,10-Jan 10am,173721.8
2022,10-Jan 11am,171693.74
2022,10-Jan 12pm,168205.79
2022,10-Jan 1pm,158841.49
2022,10-Jan 2pm,155200.97
2022,10-Jan 3pm,153833.91
2022,10-Jan 4pm,153268.78
2022,10-Jan 5pm,157944.36
2022,10-Jan 6pm,165400.08
2022,10-Jan 7pm,162739.65
2022,10-Jan 8pm,152777.76
2022,10-Jan 9pm,143830.0
2022,10-Jan 10pm,134071.92
2022,10-Jan 11pm,126967.24
2022,11-Jan 12am,122140.54
2022,11-Jan 1am,119689.01
2022,11-Jan 2am,117755.08
2022,11-Jan 3am,117168.19
2022,11-Jan 4am,119133.23
2022,11-Jan 5am,127853.56
2022,11-Jan 6am,144652.13
2022,11-Jan 7am,160753.97
2022,11-Jan 8am,168406.07
2022,11-Jan 9am,173494.32
2022,11-Jan 10am,175851.45
2022,11-Jan 11am,172801.83
2022,11-Jan 12pm,167862.04
2022,11-Jan 1pm,159218.64
2022,11-Jan 2pm,154405.61
2022,11-Jan 3pm,152676.67
2022,11-Jan 4pm,153453.92
2022,11-Jan 5pm,158851.68
2022,11-Jan 6pm,166244.0
2022,11-Jan 7pm,163563.05
2022,11-Jan 8pm,153307.54
2022,11-Jan 9pm,143761.98
2022,11-Jan 10pm,134175.16
2022,11-Jan 11pm,126617.04
2022,12-Jan 12am,122156.72
2022,12-Jan 1am,119748.12
2022,12-Jan 2am,117865.98
2022,12-Jan 3am,117054.62
2022,12-Jan 4am,119005.47
2022,12-Jan 5am,127175.76
2022,12-Jan 6am,140989.12
2022,12-Jan 7am,157515.23
2022,12-Jan 8am,166991.43
2022,12-Jan 9am,173582.89
2022,12-Jan 10am,176892.56
2022,12-Jan 11am,174850.01
2022,12-Jan 12pm,169685.32
2022,12-Jan 1pm,161509.69
2022,12-Jan 2pm,156390.52
2022,12-Jan 3pm,154721.33
2022,12-Jan 4pm,154402.64
2022,12-Jan 5pm,157895.62
2022,12-Jan 6pm,165926.38
2022,12-Jan 7pm,164316.65
2022,12-Jan 8pm,155402.14
2022,12-Jan 9pm,145826.19
2022,12-Jan 10pm,135976.33
2022,12-Jan 11pm,127840.65
2022,13-Jan 12am,123081.48
2022,13-Jan 1am,120044.46
2022,13-Jan 2am,118083.28
2022,13-Jan 3am,117498.49
2022,13-Jan 4am,119530.81
2022,13-Jan 5am,127404.79
2022,13-Jan 6am,141352.22
2022,13-Jan 7am,157965.38
2022,13-Jan 8am,166059.95
2022,13-Jan 9am,173289.29
2022,13-Jan 10am,176865.74
2022,13-Jan 11am,175011.13
2022,13-Jan 12pm,170136.9
2022,13-Jan 1pm,161262.42
2022,13-Jan 2pm,156643.33
2022,13-Jan 3pm,154440.25
2022,13-Jan 4pm,154327.63
2022,13-Jan 5pm,158440.37
2022,13-Jan 6pm,165311.49
2022,13-Jan 7pm,163508.7
2022,13-Jan 8pm,154166.16
2022,13-Jan 9pm,145015.05
2022,13-Jan 10pm,135266.72
2022,13-Jan 11pm,127862.52
2022,14-Jan 12am,122526.49
2022,14-Jan 1am,119646.51
2022,14-Jan 2am,117445.43
2022,14-Jan 3am,117025.67
2022,14-Jan 4am,119904.56
2022,14-Jan 5am,128996.72
2022,14-Jan 6am,143062.06
2022,14-Jan 7am,157412.34
2022,14-Jan 8am,164709.09
2022,14-Jan 9am,170759.04
2022,14-Jan 10am,173547.35
2022,14-Jan 11am,171012.89
2022,14-Jan 12pm,167151.77
2022,14-Jan 1pm,158383.15
2022,14-Jan 2pm,148789.91
2022,14-Jan 3pm,145484.55
2022,14-Jan 4pm,144169.08
2022,14-Jan 5pm,147193.02
2022,14-Jan 6pm,155595.32
2022,14-Jan 7pm,155071.72
2022,14-Jan 8pm,146836.75
2022,14-Jan 9pm,137860.52
2022,14-Jan 10pm,128809.67
2022,14-Jan 11pm,121749.55
2022,15-Jan 12am,117338.86
2022,15-Jan 1am,114714.46
2022,15-Jan 2am,112982.3
2022,15-Jan 3am,112553.91
2022,15-Jan 4am,114320.71
2022,15-Jan 5am,121646.15
2022,15-Jan 6am,134624.59
2022,15-Jan 7am,149918.74
2022,15-Jan 8am,159455.07
2022,15-Jan 9am,167156.63
2022,15-Jan 10am,170886.31
2022,15-Jan 11am,168759.39
2022,15-Jan 12pm,164961.92
2022,15-Jan 1pm,156513.98
2022,15-Jan 2pm,150898.3
2022,15-Jan 3pm,148597.48
2022,15-Jan 4pm,147190.75
2022,15-Jan 5pm,151038.95
2022,15-Jan 6pm,159510.08
2022,15-Jan 7pm,158332.29
2022,15-Jan 8pm,149186.34
2022,15-Jan 9pm,140312.6
2022,15-Jan 10pm,131597.09
2022,15-Jan 11pm,124532.63
2022,16-Jan 12am,120771.45
2022,16-Jan 1am,117254.39
2022,16-Jan 2am,114749.25
2022,16-Jan 3am,113483.27
2022,16-Jan 4am,115205.8
2022,16-Jan 5am,121922.66
2022,16-Jan 6am,132551.11
2022,16-Jan 7am,146362.76
2022,16-Jan 8am,154684.63
2022,16-Jan 9am,161556.81
2022,16-Jan 10am,165205.72
2022,16-Jan 11am,165119.63
2022,16-Jan 12pm,162814.57
2022,16-Jan 1pm,156096.88
2022,16-Jan 2pm,148411.3
2022,16-Jan 3pm,145135.83
2022,16-Jan 4pm,143522.87
2022,16-Jan 5pm,147271.37
2022,16-Jan 6pm,156410.26
2022,16-Jan 7pm,155432.8
2022,16-Jan 8pm,147577.85
2022,16-Jan 9pm,139258.25
2022,16-Jan 10pm,130150.82
2022,16-Jan 11pm,123537.77
2022,17-Jan 12am,119139.63
2022,17-Jan 1am,116174.3
2022,17-Jan 2am,114389.95
2022,17-Jan 3am,114103.32
2022,17-Jan 4am,116299.03
2022,17-Jan 5am,124298.3
2022,17-Jan 6am,138624.14
2022,17-Jan 7am,156972.62
2022,17-Jan 8am,167146.91
2022,17-Jan 9am,174564.42
2022,17-Jan 10am,177938.4
2022,17-Jan 11am,177631.63
2022,17-Jan 12pm,166607.79
2022,17-Jan 1pm,152191.67
2022,17-Jan 2pm,162496.19
2022,17-Jan 3pm,161194.97
2022,17-Jan 4pm,159793.23
2022,17-Jan 5pm,162421.81
2022,17-Jan 6pm,168323.92
2022,17-Jan 7pm,166821.58
2022,17-Jan 8pm,157962.0
2022,17-Jan 9pm,148720.64
2022,17-Jan 10pm,139492.33
2022,17-Jan 11pm,131407.94
2022,18-Jan 12am,127000.34
2022,18-Jan 1am,124048.83
2022,18-Jan 2am,122180.78
2022,18-Jan 3am,121234.92
2022,18-Jan 4am,122456.58
2022,18-Jan 5am,130244.86
2022,18-Jan 6am,144696.92
2022,18-Jan 7am,162149.22
2022,18-Jan 8am,171504.44
2022,18-Jan 9am,177918.22
2022,18-Jan 10am,180886.02
2022,18-Jan 11am,179314.05
2022,18-Jan 12pm,176843.15
2022,18-Jan 1pm,170385.03
2022,18-Jan 2pm,167282.01
2022,18-Jan 3pm,165588.45
2022,18-Jan 4pm,163176.64
2022,18-Jan 5pm,165988.2
2022,18-Jan 6pm,170963.59
2022,18-Jan 7pm,168471.07
2022,18-Jan 8pm,161333.81
2022,18-Jan 9pm,152350.07
2022,18-Jan 10pm,143118.05
2022,18-Jan 11pm,135834.46
2022,19-Jan 12am,130655.34
2022,19-Jan 1am,126842.87
2022,19-Jan 2am,124295.51
2022,19-Jan 3am,123335.19
2022,19-Jan 4am,125474.68
2022,19-Jan 5am,133425.82
2022,19-Jan 6am,146575.59
2022,19-Jan 7am,162594.15
2022,19-Jan 8am,170630.69
2022,19-Jan 9am,178734.48
2022,19-Jan 10am,183193.81
2022,19-Jan 11am,181932.0
2022,19-Jan 12pm,179491.69
2022,19-Jan 1pm,172997.04
2022,19-Jan 2pm,169658.23
2022,19-Jan 3pm,166981.32
2022,19-Jan 4pm,165426.35
2022,19-Jan 5pm,167333.44
2022,19-Jan 6pm,172386.18
2022,19-Jan 7pm,171038.56
2022,19-Jan 8pm,162342.29
2022,19-Jan 9pm,152976.02
2022,19-Jan 10pm,143249.33
2022,19-Jan 11pm,135693.61
2022,20-Jan 12am,131116.26
2022,20-Jan 1am,127711.63
2022,20-Jan 2am,125692.49
2022,20-Jan 3am,124829.31
2022,20-Jan 4am,126571.81
2022,20-Jan 5am,134005.79
2022,20-Jan 6am,148285.72
2022,20-Jan 7am,165727.52
2022,20-Jan 8am,176293.7
2022,20-Jan 9am,183466.82
2022,20-Jan 10am,187473.77
2022,20-Jan 11am,185033.55
2022,20-Jan 12pm,181224.34
2022,20-Jan 1pm,172478.93
2022,20-Jan 2pm,168574.02
2022,20-Jan 3pm,167126.5
2022,20-Jan 4pm,165707.2
2022,20-Jan 5pm,167932.63
2022,20-Jan 6pm,172957.5
2022,20-Jan 7pm,171727.27
2022,20-Jan 8pm,162847.89
2022,20-Jan 9pm,152516.57
2022,20-Jan 10pm,142566.86
2022,20-Jan 11pm,135550.19
2022,21-Jan 12am,130436.32
2022,21-Jan 1am,127526.82
2022,21-Jan 2am,125355.99
2022,21-Jan 3am,124714.6
2022,21-Jan 4am,126653.22
2022,21-Jan 5am,134734.31
2022,21-Jan 6am,149735.03
2022,21-Jan 7am,167827.41
2022,21-Jan 8am,177308.98
2022,21-Jan 9am,184907.5
2022,21-Jan 10am,189520.66
2022,21-Jan 11am,189048.02
2022,21-Jan 12pm,185500.72
2022,21-Jan 1pm,177767.1
2022,21-Jan 2pm,171050.86
2022,21-Jan 3pm,168501.2
2022,21-Jan 4pm,168155.9
2022,21-Jan 5pm,171827.26
2022,21-Jan 6pm,179548.28
2022,21-Jan 7pm,178046.75
2022,21-Jan 8pm,166497.89
2022,21-Jan 9pm,152064.6
2022,21-Jan 10pm,143094.63
2022,21-Jan 11pm,136071.43
2022,22-Jan 12am,130902.22
2022,22-Jan 1am,127479.1
2022,22-Jan 2am,124500.74
2022,22-Jan 3am,123419.82
2022,22-Jan 4am,123737.26
2022,22-Jan 5am,130552.52
2022,22-Jan 6am,142791.02
2022,22-Jan 7am,159614.82
2022,22-Jan 8am,170432.0
2022,22-Jan 9am,178373.21
2022,22-Jan 10am,180336.95
2022,22-Jan 11am,177310.95
2022,22-Jan 12pm,172249.74
2022,22-Jan 1pm,163372.66
2022,22-Jan 2pm,159003.03
2022,22-Jan 3pm,159146.77
2022,22-Jan 4pm,161110.93
2022,22-Jan 5pm,164132.64
2022,22-Jan 6pm,168548.58
2022,22-Jan 7pm,166441.5
2022,22-Jan 8pm,155500.61
2022,22-Jan 9pm,145224.33
2022,22-Jan 10pm,135780.74
2022,22-Jan 11pm,128754.42
2022,23-Jan 12am,123886.44
2022,23-Jan 1am,121117.9
2022,23-Jan 2am,118490.56
2022,23-Jan 3am,117308.99
2022,23-Jan 4am,117985.01
2022,23-Jan 5am,124138.31
2022,23-Jan 6am,134788.56
2022,23-Jan 7am,149904.71
2022,23-Jan 8am,159255.16
2022,23-Jan 9am,166619.22
2022,23-Jan 10am,169484.77
2022,23-Jan 11am,168323.34
2022,23-Jan 12pm,165120.68
2022,23-Jan 1pm,158383.42
2022,23-Jan 2pm,151948.64
2022,23-Jan 3pm,149826.73
2022,23-Jan 4pm,149528.69
2022,23-Jan 5pm,152948.04
2022,23-Jan 6pm,159079.96
2022,23-Jan 7pm,157925.97
2022,23-Jan 8pm,148786.93
2022,23-Jan 9pm,140365.67
2022,23-Jan 10pm,132635.18
2022,23-Jan 11pm,126305.15
2022,24-Jan 12am,121943.85
2022,24-Jan 1am,120689.73
2022,24-Jan 2am,118505.47
2022,24-Jan 3am,117979.02
2022,24-Jan 4am,119694.46
2022,24-Jan 5am,127674.76
2022,24-Jan 6am,142544.91
2022,24-Jan 7am,161111.6
2022,24-Jan 8am,173230.33
2022,24-Jan 9am,182047.64
2022,24-Jan 10am,185516.61
2022,24-Jan 11am,184838.3
2022,24-Jan 12pm,180649.59
2022,24-Jan 1pm,173620.8
2022,24-Jan 2pm,167807.67
2022,24-Jan 3pm,165257.62
2022,24-Jan 4pm,164540.2
2022,24-Jan 5pm,167047.49
2022,24-Jan 6pm,172330.53
2022,24-Jan 7pm,170649.18
2022,24-Jan 8pm,160216.97
2022,24-Jan 9pm,150687.77
2022,24-Jan 10pm,139914.45
2022,24-Jan 11pm,130974.73
2022,25-Jan 12am,129051.35
2022,25-Jan 1am,126146.3
2022,25-Jan 2am,124062.32
2022,25-Jan 3am,123233.41
2022,25-Jan 4am,124648.15
2022,25-Jan 5am,132040.28
2022,25-Jan 6am,146908.89
2022,25-Jan 7am,165518.18
2022,25-Jan 8am,176563.99
2022,25-Jan 9am,185231.39
2022,25-Jan 10am,188212.32
2022,25-Jan 11am,185356.85
2022,25-Jan 12pm,180818.55
2022,25-Jan 1pm,173720.93
2022,25-Jan 2pm,169063.59
2022,25-Jan 3pm,166961.34
2022,25-Jan 4pm,166339.23
2022,25-Jan 5pm,168382.74
2022,25-Jan 6pm,173496.41
2022,25-Jan 7pm,172354.77
2022,25-Jan 8pm,161759.94
2022,25-Jan 9pm,151995.74
2022,25-Jan 10pm,142302.74
2022,25-Jan 11pm,134640.41
2022,26-Jan 12am,129886.13
2022,26-Jan 1am,127045.32
2022,26-Jan 2am,124734.64
2022,26-Jan 3am,123459.73
2022,26-Jan 4am,124287.44
2022,26-Jan 5am,132203.14
2022,26-Jan 6am,145304.23
2022,26-Jan 7am,158532.46
2022,26-Jan 8am,170100.39
2022,26-Jan 9am,178501.82
2022,26-Jan 10am,179614.77
2022,26-Jan 11am,176735.92
2022,26-Jan 12pm,171546.99
2022,26-Jan 1pm,164208.4
2022,26-Jan 2pm,158798.66
2022,26-Jan 3pm,155512.6
2022,26-Jan 4pm,152607.78
2022,26-Jan 5pm,153605.38
2022,26-Jan 6pm,158890.3
2022,26-Jan 7pm,158848.31
2022,26-Jan 8pm,150092.13
2022,26-Jan 9pm,140836.01
2022,26-Jan 10pm,132352.0
2022,26-Jan 11pm,125246.13
2022,27-Jan 12am,121533.79
2022,27-Jan 1am,118730.21
2022,27-Jan 2am,116482.55
2022,27-Jan 3am,116066.8
2022,27-Jan 4am,118173.94
2022,27-Jan 5am,126977.87
2022,27-Jan 6am,142805.7
2022,27-Jan 7am,163062.65
2022,27-Jan 8am,175633.21
2022,27-Jan 9am,183289.37
2022,27-Jan 10am,186799.22
2022,27-Jan 11am,184539.04
2022,27-Jan 12pm,180044.35
2022,27-Jan 1pm,171742.7
2022,27-Jan 2pm,168047.35
2022,27-Jan 3pm,166493.19
2022,27-Jan 4pm,165630.1
2022,27-Jan 5pm,168490.86
2022,27-Jan 6pm,175098.01
2022,27-Jan 7pm,174658.01
2022,27-Jan 8pm,163406.94
2022,27-Jan 9pm,152791.54
2022,27-Jan 10pm,143254.97
2022,27-Jan 11pm,130970.25
2022,28-Jan 12am,121231.35
2022,28-Jan 1am,118733.39
2022,28-Jan 2am,116570.27
2022,28-Jan 3am,116120.99
2022,28-Jan 4am,119003.19
2022,28-Jan 5am,126740.2
2022,28-Jan 6am,139965.08
2022,28-Jan 7am,156397.3
2022,28-Jan 8am,172582.84
2022,28-Jan 9am,185262.91
2022,28-Jan 10am,190845.59
2022,28-Jan 11am,189875.43
2022,28-Jan 12pm,185751.94
2022,28-Jan 1pm,175949.14
2022,28-Jan 2pm,169857.32
2022,28-Jan 3pm,167113.51
2022,28-Jan 4pm,167037.35
2022,28-Jan 5pm,168553.86
2022,28-Jan 6pm,174967.77
2022,28-Jan 7pm,173624.64
2022,28-Jan 8pm,164011.55
2022,28-Jan 9pm,153705.18
2022,28-Jan 10pm,143914.0
2022,28-Jan 11pm,136858.44
2022,29-Jan 12am,131708.04
2022,29-Jan 1am,128894.96
2022,29-Jan 2am,126669.12
2022,29-Jan 3am,126087.95
2022,29-Jan 4am,127573.18
2022,29-Jan 5am,135331.43
2022,29-Jan 6am,151251.64
2022,29-Jan 7am,169600.46
2022,29-Jan 8am,179544.0
2022,29-Jan 9am,185891.6
2022,29-Jan 10am,189167.17
2022,29-Jan 11am,187229.15
2022,29-Jan 12pm,183371.57
2022,29-Jan 1pm,174797.69
2022,29-Jan 2pm,171053.24
2022,29-Jan 3pm,168981.81
2022,29-Jan 4pm,167280.71
2022,29-Jan 5pm,169051.7
2022,29-Jan 6pm,173876.44
2022,29-Jan 7pm,172848.27
2022,29-Jan 8pm,164061.03
2022,29-Jan 9pm,154218.99
2022,29-Jan 10pm,144641.24
2022,29-Jan 11pm,138323.64
2022,30-Jan 12am,133495.51
2022,30-Jan 1am,130449.59
2022,30-Jan 2am,128101.67
2022,30-Jan 3am,127217.07
2022,30-Jan 4am,128377.37
2022,30-Jan 5am,135762.77
2022,30-Jan 6am,148901.68
2022,30-Jan 7am,165214.6
2022,30-Jan 8am,174321.61
2022,30-Jan 9am,180505.01
2022,30-Jan 10am,183763.11
2022,30-Jan 11am,184214.01
2022,30-Jan 12pm,180278.41
2022,30-Jan 1pm,171804.2
2022,30-Jan 2pm,164830.38
2022,30-Jan 3pm,160689.92
2022,30-Jan 4pm,158132.6
2022,30-Jan 5pm,158818.58
2022,30-Jan 6pm,164887.67
2022,30-Jan 7pm,165326.27
2022,30-Jan 8pm,156309.32
2022,30-Jan 9pm,148055.23
2022,30-Jan 10pm,140367.36
2022,30-Jan 11pm,134098.0
2022,31-Jan 12am,130017.01
2022,31-Jan 1am,127367.73
2022,31-Jan 2am,125276.66
2022,31-Jan 3am,124846.66
2022,31-Jan 4am,126934.68
2022,31-Jan 5am,135077.21
2022,31-Jan 6am,151631.29
2022,31-Jan 7am,171097.39
2022,31-Jan 8am,180621.19
2022,31-Jan 9am,186110.75
2022,31-Jan 10am,190574.26
2022,31-Jan 11am,191352.33
2022,31-Jan 12pm,189488.52
2022,31-Jan 1pm,181024.04
2022,31-Jan 2pm,175823.82
2022,31-Jan 3pm,173103.75
2022,31-Jan 4pm,170457.26
2022,31-Jan 5pm,171360.27
2022,31-Jan 6pm,174617.88
2022,31-Jan 7pm,174381.8
2022,31-Jan 8pm,165604.62
2022,31-Jan 9pm,155403.35
2022,31-Jan 10pm,146431.18
2022,31-Jan 11pm,139512.15
2022,01-Feb 12am,134836.59
2022,01-Feb 1am,132443.7
2022,01-Feb 2am,130328.84
2022,01-Feb 3am,129364.99
2022,01-Feb 4am,127358.96
2022,01-Feb 5am,141333.86
2022,01-Feb 6am,159176.81
2022,01-Feb 7am,173531.99
2022,01-Feb 8am,182343.97
2022,01-Feb 9am,188421.48
2022,01-Feb 10am,190957.84
2022,01-Feb 11am,189608.01
2022,01-Feb 12pm,186615.28
2022,01-Feb 1pm,179828.9
2022,01-Feb 2pm,175127.0
2022,01-Feb 3pm,172382.06
2022,01-Feb 4pm,169770.4
2022,01-Feb 5pm,169488.81
2022,01-Feb 6pm,174344.4
2022,01-Feb 7pm,170260.91
2022,01-Feb 8pm,161595.63
2022,01-Feb 9pm,152933.53
2022,01-Feb 10pm,145529.32
2022,01-Feb 11pm,138629.76
2022,02-Feb 12am,135997.76
2022,02-Feb 1am,133972.6
2022,02-Feb 2am,131166.18
2022,02-Feb 3am,130648.95
2022,02-Feb 4am,131976.66
2022,02-Feb 5am,140516.88
2022,02-Feb 6am,156045.76
2022,02-Feb 7am,172514.25
2022,02-Feb 8am,180929.78
2022,02-Feb 9am,186868.96
2022,02-Feb 10am,189770.93
2022,02-Feb 11am,191548.44
2022,02-Feb 12pm,188435.15
2022,02-Feb 1pm,181759.71
2022,02-Feb 2pm,176621.13
2022,02-Feb 3pm,174845.26
2022,02-Feb 4pm,172353.23
2022,02-Feb 5pm,173840.88
2022,02-Feb 6pm,178192.38
